id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
US-KS Oko 89 (Cosmos 2446),48,15,11,0,3,-0.891857544,0.74802271,5.632193181,0.021065557,0.097975067,-0.03043083,,,12,76,,0.223302962
US-KS Oko 90 (Cosmos 2469),48,15,11,0,3,-0.898107502,0.728051504,5.636712586,0.005475879,0.097975067,-0.03043083,,,12,76,,0.223131554
UWE-3 (University of WåÙrzburg Experimental Satellite 3),23,0,4,2,,-0.896304629,-0.62072443,-0.134804899,-0.689984223,-0.942275197,,,,2,39,,0.82323139
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",65,10,16,0,,-0.896424821,0.426412585,5.217121552,-0.183938704,-0.661897614,,,,1,19,,-0.681217699
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",65,10,16,0,,-0.896184438,0.430729735,5.222909561,-0.181256362,-0.653919038,,,,1,19,,-0.681046291
Velox P2,51,0,44,2,,-0.896244534,-0.620759529,-0.135914928,-0.689984223,-0.942275197,,,,2,39,,0.82323139
VeneSat 1 (Simon Bolivar),77,10,4,1,,1.218103922,0.611102368,-0.193398582,0.84433809,1.268744434,,,1.191373152,23,26,-0.858454652,-0.849540476
Vermont Lunar Cubesat,65,0,44,2,6,-0.902254108,-0.627603791,-0.189434192,-0.693423123,-0.942275197,,,,22,73,,-0.158937151
Vesselsat-1,65,5,7,2,6,-0.881040311,-0.614862934,-0.184280485,-0.684825874,-0.930263971,,,,16,79,,-0.510323802
Vesselsat-2,65,5,7,2,6,-0.903155544,-0.628095174,-0.188879178,-0.693767013,-0.930133885,,,,18,66,,0.818089147
ViaSat-1,65,5,4,1,,1.21798373,0.611102368,-0.193240007,0.844326627,1.97987842,,,1.191373152,0,98,-1.41341384,-0.852454413
Vinasat 1,78,10,4,1,,1.218404401,0.610926874,-0.194350036,0.84433809,0.184698724,,,1.191373152,3,8,1.327751576,-0.852797229
Vinasat 2,78,10,4,1,,1.216000571,0.610400392,-0.19205069,0.842721807,0.345137489,,,1.191373152,3,8,1.325864715,-0.851768781
VNREDSat 1AÌ_Ì_(Vietnam Natural Resources Environment and Disaster monitoring small Satellite),78,10,12,2,,-0.890956108,-0.621250912,-0.193557158,-0.689032795,-0.892842713,,,-0.804439993,3,132,,0.828887858
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",77,10,31,2,,-0.894561853,-0.622338974,-0.177144584,-0.690121779,-0.561124725,,,-0.804439993,5,59,,0.827173777
"Wideband Global Satcom 1 (WGS-1, USA 195)",65,15,4,1,,1.218464496,0.610891775,-0.194587899,0.84433809,1.615639061,1.659691786,2.011387356,,1,19,,-0.853140046
"Wideband Global Satcom 2 (WGS-2, USA 204)",65,15,4,1,,1.218644784,0.610786479,-0.195142914,0.844361016,1.653363852,1.659691786,2.011387356,,1,19,0.52894332,-0.852625821
"Wideband Global Satcom 3 (WGS-3, USA 211)",65,15,4,1,,1.218584688,0.61075138,-0.195142914,0.84433809,1.654664707,1.659691786,2.011387356,,1,33,-0.270197912,-0.853140046
"Wideband Global Satcom 4 (WGS-4, USA 233)",65,15,4,1,,1.218584688,0.61075138,-0.195142914,0.84433809,1.654664707,1.659691786,2.011387356,,1,33,-1.518856086,-0.852968638
"Wideband Global Satcom 5 (WGS-5, USA 243)",65,15,4,1,,1.218584688,0.61075138,-0.195142914,0.84433809,1.654664707,1.659691786,2.011387356,,1,33,-0.719714854,-0.853140046
"Wideband Global Satcom 6 (WGS-6, USA 244)",65,15,4,1,,1.218584688,0.61075138,-0.195142914,0.84433809,1.654664707,1.659691786,,,1,33,,-0.853140046
WildBlue 1,65,5,4,1,,1.218043826,0.611102368,-0.193319295,0.84433809,1.11047376,0.541906147,1.358284042,0.592629209,3,7,-1.370016032,-0.852968638
Wind (International Solar-Terrestrial Program),42,10,1,0,0,-0.920763596,15.86201385,7.518449926,21.78075926,-0.422366874,-0.303155161,-0.715972083,,1,29,,-0.361198735
WNISat-1 Weather News Inc. Satellite 1),35,5,12,2,6,-0.896244534,-0.615494712,-0.052662739,-0.688150144,-0.938372632,,,-1.403183937,2,39,,0.82323139
Worldview 1,65,16,12,2,6,-0.902434395,-0.627954779,-0.19347787,-0.693537753,1.008573464,,-0.12208347,-0.355382036,21,29,,0.814660984
Worldview 2,65,16,12,2,6,-0.885968162,-0.618372812,-0.194112173,-0.687003844,0.27142238,,,,21,29,,0.835229958
Wren,23,5,44,2,6,-0.896304629,-0.622830357,-0.168581501,-0.690328113,-0.94162477,,,,2,39,,0.82323139
X37-B OTV-1 (USA 240),65,15,44,2,,-0.91138866,-0.632728213,-0.185786954,-0.6969308,1.221046423,,,,1,19,,-0.107514714
XaTcobeo,55,0,44,2,,-0.913552107,-0.601034015,0.334023858,-0.686659954,-0.942275197,,,,3,132,,0.338146404
Xinyan 1 (XY-1),11,10,44,2,,-0.902554586,-0.627709088,-0.188324163,-0.69352629,,,,,18,58,,0.815518025
XM Radio 3 (Rhythm),65,5,4,1,,1.218404401,0.610891775,-0.194508612,0.84433809,1.096597975,,3.099892879,1.191373152,15,138,-1.080882294,-0.852968638
XM Radio 4 (Blues),65,5,4,1,,1.218524592,0.610786479,-0.194905051,0.844326627,1.309070934,,3.099892879,1.191373152,15,138,-1.412969873,-0.852968638
XM Rock (XM 2),65,5,4,1,,1.218524592,0.610856676,-0.194746475,0.844372479,1.087491991,0.929866111,3.099892879,1.191373152,15,138,-1.082991139,-0.851768781
XM Roll (XM 1),65,5,4,1,,1.218584688,0.610821577,-0.194905051,0.844349553,1.080987717,0.929866111,3.099892879,1.191373152,15,138,-1.082214196,-0.851597373
XMM Newton (High Throughput X-ray Spectroscopy Mission),13,10,40,0,1,-0.506523653,3.356915059,6.140190111,2.49048195,0.689430406,1.492984237,,-1.702555909,3,7,,-0.194932856
X-Sat,51,10,12,2,6,-0.883804715,-0.61640728,-0.183091168,-0.685972174,-0.903249551,,-0.780629311,-1.203602622,16,82,,0.838658121
XTAR-EUR,55,17,4,1,,1.218164018,0.610961972,-0.193874309,0.844292238,0.631759175,0.094023653,,1.191373152,3,8,0.185201599,-0.851425965
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",11,0,4,2,6,-0.860247185,-0.602999546,-0.188958466,-0.676457885,-0.916691718,,,,18,67,,0.866083421
Yahsat-1A (Y1A),75,16,4,1,,1.216060667,0.612050035,-0.187689861,0.844131756,1.63862083,,,1.191373152,3,7,0.445699441,-0.852454413
Yahsat-1B (Y1B),75,16,4,1,,1.218284209,0.610926874,-0.19419146,0.844303701,1.65900089,,,,0,98,0.391313441,-0.853140046
Yamal-201,48,5,4,1,,1.217863539,0.611242763,-0.192684992,0.84433809,-0.352987949,,-0.383324795,0.592629209,0,97,0.862473792,-0.852625821
Yamal-202,48,5,4,1,,1.217923635,0.611102368,-0.193160719,0.844292238,-0.37033268,,-0.383324795,0.592629209,0,97,0.407185274,-0.852454413
Yamal-300K,48,5,4,1,,1.213115975,0.613559282,-0.179047491,0.843948348,-0.231574829,,,,0,98,0.861918833,-0.850740332
Yamal-402,48,5,4,1,,1.218524592,0.610856676,-0.194746475,0.844349553,0.992529587,,,0.393047894,0,98,0.473447401,-0.852111597
Yaogan 10 (Remote Sensing Satellite 10),11,15,31,2,6,-0.894381566,-0.623251543,-0.193557158,-0.690442743,,,,,18,67,,0.82323139
Yaogan 11 (Remote Sensing Satellite 11),11,15,31,2,6,-0.89432147,-0.621847591,-0.17151515,-0.689869593,,,,,5,59,,0.824945472
Yaogan 12 (Remote Sensing Satellite 12),11,15,31,2,6,-0.902674778,-0.627884582,-0.189989207,-0.693652383,,,,,18,66,,0.816375065
Yaogan 13 (Remote Sensing Satellite 13),11,15,31,2,6,-0.901532959,-0.627498495,-0.194667187,-0.693193863,,,,,18,58,,0.816375065
Yaogan 14 (Remote Sensing Satellite 14),11,15,31,2,6,-0.903756501,-0.628411063,-0.188244875,-0.693996273,,,,,18,66,,0.814660984
Yaogan 15 (Remote Sensing Satellite 15),11,15,31,2,6,-0.859766419,-0.602929349,-0.19205069,-0.676343255,-0.4917458,,,,18,67,,0.864369339
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",11,15,31,2,6,-0.867038003,-0.607071005,-0.190464934,-0.679289246,,,,,5,67,,0.233244633
Yaogan 16B (Remote Sensing Satellite 16B),11,15,31,2,6,-0.867098099,-0.607035906,-0.189354905,-0.679289246,,,,,5,67,,0.233244633
Yaogan 16C (Remote Sensing Satlelite 16C),11,15,31,2,6,-0.869922599,-0.607351795,-0.169057228,-0.679977026,,,,,5,67,,0.233244633
"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",11,15,31,2,6,-0.867278386,-0.606298832,-0.176668857,-0.679071449,,,,,5,67,,0.233758858
Yaogan 17B (Remote Sensing Satellite 17B),11,15,31,2,6,-0.867038003,-0.606298832,-0.17873034,-0.679059986,,,,,5,67,,0.233930266
Yaogan 17C (Remote Sensing Satellite 17C),11,15,31,2,6,-0.878456194,-0.606263733,-0.075814776,-0.681341123,,,,,5,67,,0.234787306
Yaogan 18 (Remote Sensing Satellite 18),11,15,31,2,6,-0.901352672,-0.627287902,-0.192922856,-0.693148011,,,,,18,58,,0.818774778
Yaogan 19 (Remote Sensing Satellite 19),11,15,31,2,6,-0.859766419,-0.602929349,-0.19205069,-0.676331792,,,,,18,67,,0.869168766
"Yaogan 2 (Remote Sensing Satellite 2, Jian Bing 5-2, JB 5-2)",11,15,31,2,6,-0.8939008,-0.622093283,-0.179364642,-0.689869593,-0.422366874,,,,5,68,,0.826659553
"Yaogan 3 (Remote Sensing Satellite 3, Jian Bing 5-3, JB 5-3)",11,15,31,2,6,-0.894381566,-0.623286641,-0.194112173,-0.690442743,0.228060552,,,,18,57,,0.824945472
Yaogan 4 (Remote Sensing Satellite 4),11,10,31,2,6,-0.893780608,-0.622198579,-0.182219003,-0.689869593,0.228060552,,,,5,59,,0.82323139
"Yaogan 5 (Remote Sensing Satellite 5, JB 5-C, Jian Bing 5-C)",11,10,31,2,6,-0.905499278,-0.629499125,-0.189434192,-0.694684053,0.228060552,,,,18,66,,0.812946903
"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",11,10,31,2,6,-0.90123248,-0.627323001,-0.194667187,-0.693079233,-0.162195904,,,,18,58,,0.814660984
Yaogan 7 (Remote Sensing Satellite 7),11,10,31,2,6,-0.894201278,-0.621952888,-0.174290223,-0.689869593,0.228060552,,,,5,59,,0.826659553
Yaogan 8 (Remote Sensing Satellite 8),11,10,31,2,6,-0.86030728,-0.602999546,-0.188403451,-0.676457885,,,,,18,67,,0.866083421
Yaogan 9A (Remote Sensing Satellite 9A),11,10,31,2,6,-0.870824035,-0.604438596,-0.117123719,-0.679094375,,,,,5,67,,0.23358745
Yaogan 9B (Remote Sensing Satellite 9B),11,10,31,2,6,-0.870824035,-0.604438596,-0.117123719,-0.679094375,,,,,5,67,,0.23358745
Yaogan 9C (Remote Sensing Satellite 9C),11,10,31,2,6,-0.870824035,-0.604438596,-0.117123719,-0.679094375,,,,,5,67,,0.23358745
Youthsat,27,10,37,2,6,-0.883744619,-0.616372182,-0.183091168,-0.685857544,-0.902815933,,,-1.403183937,16,82,,0.838658121
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",48,0,44,2,2,-0.843059803,-0.592364616,-0.180633247,-0.669121567,-0.923195993,,,,12,100,,0.560976963
ZACube-1 (TshepisoSat),53,0,44,2,6,-0.896244534,-0.62132111,-0.144874449,-0.693652383,-0.942275197,,,,2,39,,0.82323139
"Zhangguo Ziyuan 2B (ZY-2B, JB-3B)",11,15,31,2,6,-0.905258895,-0.62935873,-0.189434192,-0.694569423,-0.292281389,,,-1.702555909,18,71,,0.811232822
"Zhangguo Ziyuan 2C (ZY-2C, JB-3C)",11,15,30,2,6,-0.898588267,-0.624023716,-0.166123579,-0.691474413,,,,-1.702555909,18,27,,0.812946903
"Zheda Pixing 1B (ZP-1B, Zhejiang University-1B)",11,0,37,2,6,-0.89474214,-0.622374073,-0.175955267,-0.690213483,-0.941191151,,,,5,59,,0.824945472
"Zheda Pixing 1C (ZP-1C, Zhejiang University-1B",11,0,37,2,6,-0.894682044,-0.622374073,-0.176589569,-0.690098853,-0.941191151,,,,5,59,,0.824945472
"Zhongxing 10 (XZ-10, Chinasat 10)",11,10,4,1,,1.21798373,0.611137466,-0.193160719,0.844280775,1.225382606,,,1.191373152,23,64,1.0894521,-0.850226107
Zhongxing 11 (Chinasat 11),11,10,4,1,,1.21798373,0.611348059,-0.192605704,0.844498572,1.268744434,,,1.191373152,23,64,0.95293214,-0.841998518
"Zhongxing 12 (Chinasat 12, ZX-12)",11,10,4,1,,1.217022199,0.611488454,-0.190702797,0.844131756,1.442191748,,,,23,64,0.834170873,-0.852454413
"Zhongxing 1A (Chinasat 1A, Fenghuo 2)",11,15,4,1,,1.218164018,0.611102368,-0.193557158,0.844372479,1.312106262,,,,23,64,1.304110315,-0.847997802
Zhongxing 20A,11,15,4,1,,1.217863539,0.611207664,-0.19276428,0.844280775,0.054613238,,,,23,64,1.305886184,-0.843712599
Zhongxing 22A (Chinastar 22A),11,15,4,1,,1.217502965,0.611488454,-0.191495675,0.84433809,0.054613238,,,,23,63,1.009315993,-0.851940189
Zhongxing 2A (Chinasat 2A),11,17,4,1,,1.218344305,0.610961972,-0.19419146,0.844326627,1.312106262,,,,23,64,0.950712303,-0.849883291
"Zhongxing 9 (Chinasat 9, Chinastar 9)",11,10,4,1,,1.217022199,0.611663948,-0.19022707,0.84433809,,,,,23,64,0.886559021,-0.852625821
Ziyuan 1-02C,11,10,12,2,6,-0.886088353,-0.618162219,-0.189672056,-0.687003844,-0.292281389,,,,18,66,,0.836258408
Ziyuan 3 (ZY-3),11,10,12,2,6,-0.901893533,-0.627603791,-0.192922856,-0.693308493,0.206379638,,,-1.004021308,18,66,,0.818089147
