ID,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Expected_Lifetime,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Spot 6 (Systme Probatoire dÕObservation de la Terre),France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,696.0,699.0,0.00021,98.73,720.0,,,41161.0,5.0,France/UK/Germany,Sriharikota Launch Station,PSLV,SC  - ASCR,,1.713913325
SRMSat (Sri Ramaswamy Memorial Satellite),India,Civil,Technology Development,LEO,,850.0,868.0,0.00124,102.1,10.9,,,40828.0,1.0,India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,,0.34906585
SSOT (Sistema Satelital para la Observacin de la Tierra),Chile,Government/Military,Earth Observation,LEO,,622.0,624.0,0.00014,97.2,117.0,,,40894.0,,France,Guiana Space Center,Soyuz 2/Fregat,www.satellitedebris.net 12/12,,1.7104226669999998
ST-2 (Singapore-Taiwan 2),Singapore/Taiwan,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.12,5090.0,,,40683.0,15.0,Japan,Guiana Space Center,Ariane 5,JM/9_11,1.535715209,0.000349066
Star One C1,Brazil,Commercial,Communications,GEO,,35703.0,35778.0,0.0008900000000000002,1436.0,4100.0,1750.0,10500.0,39400.0,15.0,France,Guiana Space Center,Ariane 5,JM/12_08,-1.134114948,0.000523599
Star One C2,Brazil,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,4100.0,1750.0,,39556.0,,France,Guiana Space Center,Ariane 5 ECA,JM/12_08,-1.220508746,0.001047198
Star One C3,Brazil,Commercial,Communications,GEO,,35791.0,35848.0,0.0006799999999999999,1437.78,3225.0,1402.0,,41223.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,-1.308996939,0.000349066
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,Military,Remote Sensing,LEO,,500.0,506.0,0.00044,94.6,3.0,,,41597.0,,USA,Wallops Island Flight Facility,Minotaur 1,,,0.706858347
STPSat-2 (USA 217),USA,Military,Technology Development,LEO,Sun-Synchronous,650.0,650.0,0.0,97.73,180.0,,,40502.0,1.0,USA,Kodiak Launch Complex,Minotaur 4,SC - ASCR,,1.256637061
STPSat-3 (Space Test Program Satellite-3),USA,Military,Technology Development,LEO,,497.0,507.0,0.00073,94.66,137.0,,,41597.0,3.0,USA,Wallops Island Flight Facility,Minotaur 1,SC - ASCR,,0.70703288
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,772.0,783.0,0.0007700000000000001,100.4,4.3,,,41330.0,,United Kingdom,Sriharikota Launch Station,PSLV,ZARYA,,1.720894642
Strela 3 (Cosmos 2384),Russia,Military,Communications,LEO,Intermediate,1417.0,1431.0,0.0009,114.3,225.0,,,37252.0,3.0,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2385),Russia,Military,Communications,LEO,Intermediate,1417.0,1425.0,0.0005099999999999999,114.2,225.0,,,37252.0,3.0,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2386),Russia,Military,Communications,LEO,Intermediate,1415.0,1419.0,0.00026000000000000003,114.2,225.0,,,37252.0,3.0,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2390),Russia,Military,Communications,LEO,Intermediate,1468.0,1506.0,0.00242,115.7,225.0,,,37445.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,0.148352986
Strela 3 (Cosmos 2391),Russia,Military,Communications,LEO,Intermediate,1466.0,1506.0,0.00255,115.7,225.0,,,37445.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2400),Russia,Military,Communications,LEO,Intermediate,1467.0,1503.0,0.00229,115.7,225.0,,,37852.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2401),Russia,Military,Communications,LEO,Intermediate,1465.0,1502.0,0.00236,115.6,225.0,,,37852.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2408),Russia,Military,Communications,LEO,Intermediate,1471.0,1495.0,0.00153,115.5,225.0,,,38253.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.439896633
Strela 3 (Cosmos 2409),Russia,Military,Communications,LEO,Intermediate,1474.0,1495.0,0.00134,115.6,225.0,,,38253.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.439896633
STSat-2C,South Korea,Government,Technology Development,LEO,,298.0,1482.0,0.08154,102.77,93.0,,160.0,41304.0,2.0,South Korea,Naro Space Center,Naro-1,SC - ASCR,,1.401150324
STSat-3,South Korea,Government,Technology Development,LEO,,593.0,626.0,0.00236,96.88,150.0,,275.0,41599.0,2.0,South Korea,Dombarovsky Launch Facility,Dnepr,SC - ASCR,,1.707106541
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Military,Technology Development,LEO,Sun-Synchronous,867.0,879.0,0.0008300000000000001,102.41,,,,39938.0,,USA,Vandenberg AFB,Delta 2,SC - ASCR,,1.726654229
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Military,Technology Development,LEO,,1347.0,1352.0,0.00032,112.68,2240.0,1100.0,,40081.0,0.5,USA,Cape Canaveral,Delta 2,SC - ASCR,,1.012290966
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Military,Technology Development,LEO,,1339.0,1351.0,0.00078,112.58,2240.0,1100.0,,40081.0,0.5,USA,Cape Canaveral,Delta 2,SC - ASCR,,1.012290966
STUDSat (Student Satellite),India,Civil,Technology Development,LEO,Sun-Synchronous,614.0,634.0,0.00143,97.2,0.85,,,40371.0,0.5,India,Sriharikota Launch Station,,www.satellitedebris.net 12/12,,1.7104226669999998
Superbird 7 (Superbird C2),Japan,Commercial,Communications,GEO,,35778.0,35794.0,0.00019,1436.1,5000.0,,,39674.0,15.0,Japan,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.509259866,0.002094395
Superbird-B2 (Superbird 4),Japan,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.09,4051.0,2160.0,5400.0,36574.0,10.0,USA,Guiana Space Center,Ariane 44L,JM/12_08,2.827956987,0.000174533
Superbird-C,Japan,Commercial,Communications,GEO,,35781.0,35792.0,0.00013000000000000002,1436.12,3130.0,2500.0,4600.0,35639.0,10.0,USA,Cape Canaveral,Atlas 2 AS,JM/12_08,2.512750524,0.000174533
Suzaku (Astro E2),Japan/USA,Government,Astrophysics,LEO,Intermediate,548.0,558.0,0.00072,95.7,1600.0,,500.0,38543.0,5.0,Japan,Uchinoura Space Center,M5,www.satellitedebris.net 12/12,,0.548033385
SWARM-A,ESA,Government,Earth Science,LEO,Polar,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,41600.0,4.0,France,Plesetsk Cosmodrome,Rokot,ZARYA,,1.523672437
SWARM-B,ESA,Government,Earth Science,LEO,Polar,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,41600.0,4.0,France,Plesetsk Cosmodrome,Rokot,ZARYA,,1.523672437
SWARM-C,ESA,Government,Earth Science,LEO,Polar,486.0,496.0,0.00073,94.0,468.0,369.0,608.0,41600.0,4.0,France,Plesetsk Cosmodrome,Rokot,ZARYA,,1.527163095
Swift,USA/United Kingdom/Italy,Government/Civil,Astrophysics,LEO,Intermediate,571.0,590.0,0.00137,96.3,1463.0,,1040.0,38311.0,7.0,USA,Cape Canaveral,Delta 7320,www.satellitedebris.net 12/12,,0.359537826
SwissCube,Switzerland,Civil,Technology Development,LEO,Sun-Synchronous,710.0,720.0,0.0007099999999999999,99.1,1.0,,,40079.0,0.75,Switzerland,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,,1.715658655
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Military,Communications,GEO,,35778.0,35792.0,0.00017,1436.06,3725.0,1650.0,5640.0,38638.0,12.0,France/Italy,Guiana Space Center,Ariane 5,JM/12_08,0.821177413,0.0
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Military,Communications,GEO,,35772.0,35801.0,0.00034,1436.09,3750.0,1658.0,,38940.0,12.0,France/Italy,Guiana Space Center,Ariane 5,JM/12_08,-0.090233522,0.000523599
TacSat 4,USA,Military,Technology Development,Elliptical,,658.0,11836.0,0.44297,235.16,450.0,,1000.0,40813.0,,USA,Kodiak Launch Complex,Minotaur 4,,,1.110727536
TacSat 6,USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,,,,,,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,,2.09963109
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,Government,Earth Observation,LEO,Sun-Synchronous,507.0,510.0,0.00022,94.8,1350.0,,,40350.0,5.0,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.699950691
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,17313.0,120961.0,0.68635,3442.0,1200.0,478.0,220.0,36747.0,4.0,International,Baikonur Cosmodrome,Soyuz,JMSatcat304,,1.583013632
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,Government,Communications,GEO,,35768.0,35802.0,0.0004,1436.04,3180.0,1600.0,2300.0,37594.0,11.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,-0.71122167,0.028623400000000007
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,Government,Communications,GEO,,35732.0,35844.0,0.00133,1436.18,3454.0,1600.0,2300.0,41305.0,15.0,USA,Cape Canaveral,Atlas 5,SC - ASCR,-2.984513021,0.122173048
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,Government,Communications,GEO,,35780.0,35785.0,6e-05,1435.88,3454.0,1600.0,3500.0,41662.0,15.0,USA,Cape Canaveral,Atlas 5,SC - ASCR,,0.121998515
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",USA,Government,Communications,GEO,,35693.0,35878.0,0.00219,1436.06,3180.0,1600.0,1800.0,32415.0,10.0,USA,Cape Canaveral,Space Shuttle (STS 26),JM/12_08,1.473232422,0.201236463
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,Government/Commercial,Communications,GEO,,35773.0,35796.0,0.00027,1436.99,3180.0,1600.0,1800.0,33452.0,10.0,USA,Cape Canaveral,Space Shuttle (STS 43),JM/12_08,-2.917143312,0.16406095
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,Government/Commercial,Communications,GEO,,35773.0,35787.0,0.00017,1435.7,3180.0,1600.0,1800.0,33982.0,10.0,USA,Cape Canaveral,Space Shuttle (STS 54),JM/12_08,-2.990621673,0.152541777
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,Government,Communications,GEO,,35767.0,35803.0,0.00043,1436.04,3180.0,1600.0,1800.0,34893.0,10.0,USA,Cape Canaveral,Space Shuttle (STS 70),JM/12_08,-2.627244123,0.18500490100000005
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,Government,Communications,GEO,,35768.0,35808.0,0.00047,1436.2,3180.0,1600.0,2300.0,36707.0,11.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,1.549154244,0.015707963000000002
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,Government,Communications,GEO,,35768.0,35809.0,0.00049,1436.11,3180.0,1600.0,2300.0,37323.0,11.0,USA,Cape Canaveral,Atlas 2A,JM/12_08,-1.089609052,0.000349066
TecSAR (Polaris),Israel,Military,Reconnaissance,LEO,,405.0,580.0,0.01275,94.5,300.0,260.0,,39468.0,,Israel,Sriharikota Launch Station,PSLV C10,,,0.716108592
Telkom 1,Indonesia,Commercial,Communications,GEO,,35778.0,35796.0,0.00021,1436.13,2763.0,1700.0,4000.0,36384.0,15.0,USA,Guiana Space Center,Ariane 44P,JM/12_08,1.885130125,0.000349066
Telkom 2,Indonesia,Commercial,Communications,GEO,,35781.0,35793.0,0.00014,1436.1,1930.0,899.0,,38672.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.059837583,0.000698132
Telstar 11N,Canada,Commercial,Communications,GEO,,35774.0,35801.0,0.00032,1436.13,4010.0,,,39870.0,15.0,USA,Sea Launch (Odyssey),Zenit 3SLB,SC - ASCR,-0.646644488,0.000698132
Telstar 12 (Orion 2),Multinational,Commercial,Communications,GEO,,35773.0,35799.0,0.00031,1436.09,3878.0,1900.0,10600.0,36452.0,13.0,USA,Guiana Space Center,Ariane 44LP,JM/12_08,-0.261624855,0.000872665
Telstar 14R (Estrela do Sul 2),Canada,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.1,4970.0,2150.0,12000.0,40683.0,15.0,USA,Baikonur Cosmodrome,Proton,SC - ASCR,-1.099557429,0.000349066
Telstar 18 (Apstar 5),Multinational,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,4640.0,2500.0,16000.0,38167.0,13.0,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,2.409252499,0.000174533
TerraSAR-XÊ1 (Terra Synthetic Aperture Radar X-Band),Germany,Government/Commercial,Remote Sensing,LEO,,507.0,509.0,0.00015,94.8,1230.0,,,39248.0,5.0,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.7016960209999998
TerraStar 1,USA,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.11,6910.0,,,39995.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,-1.93731547,0.103672558
TES (Technology Experiment Satellite),India,Government/Military,Remote Sensing/Reconnaissance,LEO,,529.0,598.0,0.00498,95.9,1108.0,,,37186.0,3.0,India,Sriharikota Launch Station,PSLV C3,www.satellitedebris.net 12/12,,1.706932008
"TET-1 (Technologieerprobungstrger 1, Technology Experiment Carrier)",Germany,Commercial,Technology Development,LEO,Sun-Synchronous,501.0,505.0,0.00029,94.7,120.0,,20.0,41112.0,1.0,Germany,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,1.7016960209999998
"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.1,6505.0,,14000.0,38575.0,12.0,USA,Guiana Space Center,Ariane 5G,JM/12_08,2.085668456,0.0
Thaicom-5,Thailand,Commercial,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,2800.0,1220.0,5000.0,38864.0,12.0,France,Guiana Space Center,Ariane 5 ECA,JM/12_08,1.370781595,0.000698132
Thaicom-6,Thailand,Commercial,Communications,GEO,,35786.0,35796.0,0.00012,1436.3,3325.0,,,41645.0,15.0,USA,Cape Canaveral,Falcon 9,SC - ASCR,1.370083463,0.000872665
THEMIS A (Time History of Events and Macroscale Interactions during Substorms),Multinational,Government/Civil,Space Physics,Elliptical,,461.0,87304.0,0.8640700000000001,1868.98,126.0,77.0,40.0,39130.0,2.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.27401669300000003
THEMIS D (Time History of Events and Macroscale Interactions during Substorms),Multinational,Government/Civil,Space Physics,Elliptical,,467.0,87260.0,0.8639,1867.91,126.0,77.0,40.0,39130.0,2.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.27401669300000003
THEMIS E (Time History of Events and Macroscale Interactions during Substorms),Multinational,Government/Civil,Space Physics,Elliptical,,474.0,87526.0,0.86413,1875.53,126.0,77.0,40.0,39130.0,2.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.27401669300000003
THEOS (Thailand Earth Observation System),Thailand,Government,Earth Observation,LEO,Sun-Synchronous,824.0,826.0,0.00014,101.4,750.0,670.0,840.0,39722.0,5.0,France,Dombarovsky Launch Facility,Dnepr,www.satellitedebris.net 12/12,,1.722639972
Thor-3,Norway,Commercial,Communications,GEO,,35777.0,35795.0,0.00021,1436.07,1400.0,646.0,1400.0,35956.0,12.0,USA,Cape Canaveral,Delta 2,JM/12_08,-0.06981317,0.00122173
Thor-5 (Thor 2R),Norway,Commercial,Communications,GEO,,35773.0,35798.0,0.0003,1436.1,2024.0,,,39489.0,15.0,USA,Baikonur Cosmodrome,Proton M,JM/12_08,-0.012566371000000002,0.000174533
Thor-6,Norway,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.1,3050.0,,5900.0,40115.0,15.0,France/Italy,Guiana Space Center,Ariane 5,JM/12_09,-0.017453293,0.000349066
Thuraya 2,United Arab Emirates,Commercial,Communications,GEO,,35764.0,35807.0,0.0005099999999999999,1436.07,5250.0,3200.0,11000.0,37782.0,12.0,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,0.7702137990000001,0.052185345
Thuraya 3,United Arab Emirates,Commercial,Communications,GEO,,35766.0,35807.0,0.00049,1436.1,5180.0,,,39462.0,12.0,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,1.720894642,0.101927228
Tian Xun-1 (TX-1),China (PR),Civil,Technology Development,LEO,,464.0,475.0,0.0008,94.0,35.0,,,40856.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.699950691
Tiangong-1 (TG-1),China (PR),Government,Technology Development,LEO,,360.0,361.0,7e-05,91.8,8506.0,,,40815.0,2.0,China (PR),Jiuquan Satellite Launch Center,Long March 2F,www.satellitedebris.net 12/12,,0.74700092
Tianhui 1-01,China (PR),Government,Earth Observation,LEO,,488.0,504.0,0.00117,94.5,2500.0,,,40414.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.699950691
Tianhui 1-02,China (PR),Government,Earth Observation,LEO,,485.0,505.0,0.00146,94.5,2500.0,,,41035.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.699950691
"TianLian 1 (TL-1-01, CTDRS)",China (PR),Government,Communications,GEO,,35769.0,35813.0,0.0005200000000000001,1436.08,3750.0,,,39563.0,,China (PR),Xichang Satellite Launch Center,Long March 3C,JM/12_08,1.345299787,0.001047198
"TianLian 2 (TL-1-02, CTDRS)",China (PR),Government,Communications,GEO,,37778.0,37794.0,0.00018,1436.1,2250.0,,,40735.0,,China (PR),Xichang Satellite Launch Center,Long March 3C,SC - ASCR,3.084345854,0.017453293
"TianLian 3 (TL-1-03, CTDRS)",China (PR),Government,Communications,GEO,,35768.0,35802.0,0.0004,1436.0,2200.0,,,41115.0,,China (PR),Xichang Satellite Launch Center,Long March 3C,JM/8_12,0.294262512,0.035604717
Tiantuo 1,China (PR),Government,Technology Development,LEO,Sun-Synchronous,456.0,459.0,0.00022,93.7,9.3,,,41039.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.698205362
TIMED (Thermosphere ¥ Ionosphere ¥ Mesosphere ¥ Energetics and Dynamics),USA,Government/Civil,Astrophysics,LEO,Intermediate,612.0,613.0,7e-05,97.0,587.0,,406.0,37232.0,2.0,USA,Vandenberg AFB,Delta 2,www.spacedebris.net 12/12,,1.293288976
TISat-1 (Ticano Satellite),Switzerland,Civil,Technology Development,LEO,Sun-Synchronous,611.0,631.0,0.00143,97.1,1.0,,,40371.0,,Switzerland,Sriharikota Launch Station,PSLV,www.spacedebris.net 12/12,,1.7104226669999998
TKSat-1 (Tpac Katari Satellite 1),Bolivia,Government,Communications,GEO,,35773.0,35799.0,0.00031,1436.07,5000.0,,,41628.0,,China (PR),Xichang Satellite Launch Center,Long March 3B,SC - ASCR,-1.521927108,0.004712389
Topsat,United Kingdom,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,681.0,704.0,0.0016300000000000002,98.6,120.0,,,38652.0,,United Kingdom,Plesetsk Cosmodrome,Kosmos 3M,www.spacedebris.net 12/12,,1.7086773380000002
Triton-1,Netherlands,Commercial,Technology Development,LEO,Sun-Synchronous,594.0,764.0,0.01206,98.1,2.5,,2.0,41599.0,,Netherlands,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.705186679
TRMM (Tropical Rainfall Measuring Mission),Japan/USA,Government,Earth Observation,LEO,Intermediate,400.0,400.0,0.0,92.6,3820.0,,850.0,35761.0,3.0,USA,Tanegashima Space Center,H2,www.spacedebris.net 12/12,,0.6108652379999999
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,Military,Electronic Surveillance,Elliptical,Molniya,1210.0,38740.0,0.71228,709.61,8000.0,,,35742.0,,USA,Cape Canaveral,Titan IVA,JMSatcat304,,1.129228026
Tselina-2 (Cosmos 2428),Russia,Military,Electronic Surveillance,LEO,Intermediate,844.0,858.0,0.00097,102.0,3200.0,,,39262.0,,Ukraine,Baikonur Cosmodrome,Zenit 2M,www.spacedebris.net 12/12,,1.239183769
"TUGSat-1ÊÊ(Technische Universitt Graz Satellit, CanX-3b, BRITE-Austria)",Austria,Civil,Technology Development,LEO,Sun-Synchronous,770.0,784.0,0.00098,100.3,14.0,7.0,5.4,41330.0,,Canada,Satish Dhawan Space Center,PSLV,SC  - ASCR,,1.720894642
Turksat 3A,Turkey,Commercial,Communications,GEO,,35778.0,35793.0,0.00018,1436.06,3100.0,1272.0,8100.0,39611.0,,France,Guiana Space Center,Ariane 5 ECA,JM/12_08,0.733736418,0.000174533
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA,Military,Communications,GEO,,35738.0,35834.0,0.00114,1436.1,3200.0,1540.0,3800.0,36488.0,4.0,USA,Cape Canaveral,Atlas 2,JM/12_08,1.268330767,0.034382986000000004
"UFO-11  (USA 174) ""UHF Follow-On""",USA,Military,Communications,GEO,,35786.0,35787.0,1e-05,1436.1,3200.0,1545.0,2800.0,37973.0,4.0,USA,Cape Canaveral,Atlas 3,JM/12_08,1.246863218,0.037699112
"UFO-2 (USA 95) ""UHF Follow-On""",USA,Military,Communications,GEO,,35766.0,35807.0,0.00049,1436.12,3200.0,1545.0,2800.0,34215.0,,USA,Cape Canaveral,Atlas 2,JM/1_12,0.502480292,0.144338729
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,,35763.0,35775.0,0.00014,1435.22,3200.0,1545.0,2800.0,34728.0,4.0,USA,Cape Canaveral,Atlas 2,JM/12_08,-3.091327171,0.058293997
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,,35744.0,35829.0,0.00101,1436.12,3200.0,1545.0,2800.0,34994.0,4.0,USA,Cape Canaveral,Atlas 2,JM/12_08,-1.841322361,0.071733032
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,,35738.0,35835.0,0.00115,1436.11,3200.0,1545.0,2800.0,35271.0,4.0,USA,Cape Canaveral,Atlas 2,JM/12_08,-0.382401639,0.06614797900000001
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA,Military,Communications,GEO,,35772.0,35794.0,0.00026000000000000003,1435.94,3206.0,1545.0,3800.0,35870.0,4.0,USA,Cape Canaveral,Atlas 2,JM/12_08,3.006853235,0.091455253
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",United Kingdom,Government,Earth Observation,LEO,Sun-Synchronous,660.0,662.0,0.00014,98.0,96.5,,,40023.0,5.0,United Kingdom,Baikonur Cosmodrome,Dnepr,www.spacedebris.net 12/12,,1.7104226669999998
Unisat-3 (University Satellite 3),Italy,Civil,Scientific Research,LEO,Sun-Synchronous,696.0,795.0,0.006959999999999999,99.7,12.0,12.0,,38167.0,,Italy,Baikonur Cosmodrome,Dnepr 1,www.spacedebris.net 12/12,,1.712167996
Unisat-5 (University Satellite 5),Italy,Civil,Scientific Research,LEO,Sun-Synchronous,504.0,640.0,0.0098,97.0,12.0,,,41599.0,,Italy,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.706932008
US-KMO Oko 8 (Cosmos 2479),Russia,Military,Early Warning,GEO,,35696.0,35904.0,0.00247,1436.39,2400.0,1250.0,2600.0,40998.0,,Russia,Baikonur Cosmodrome,Proton K,ZARYA,2.897246558,0.039444441
US-KS Oko 87 (Cosmos-2422),Russia,Military,Early Warning,Elliptical,Molniya,542.0,39807.0,0.73961,717.66,2400.0,1250.0,,38919.0,,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR,,1.09606677
US-KS Oko 89 (Cosmos 2446),Russia,Military,Early Warning,Elliptical,Molniya,667.0,39697.0,0.73497,717.9,2400.0,1250.0,,39784.0,,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR 1/09,,1.09606677
US-KS Oko 90 (Cosmos 2469),Russia,Military,Early Warning,Elliptical,Molniya,563.0,39128.0,0.73554,704.3,2400.0,1250.0,,40451.0,,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR,,1.095892237
